,Energies wirh learning rate: 0.001,Energies wirh learning rate: 0.09,Energies wirh learning rate: 0.179,Energies wirh learning rate: 0.267,Energies wirh learning rate: 0.356,Energies wirh learning rate: 0.445,Energies wirh learning rate: 0.534,Energies wirh learning rate: 0.622,Energies wirh learning rate: 0.711,Energies wirh learning rate: 0.8
15,0.4999994507189696,0.4999975591097475,0.4999999203302802,0.5000006027910062,0.49999995045840123,0.4999999947119786,0.4999999995281834,0.5000000009058355,0.49999993539241605,0.49999999477543877
16,0.4999907845154438,0.49999405189315893,0.49999829682064445,0.500000655844671,0.4999999910147525,0.4999999995913192,0.5000000010402423,0.5000000001948305,0.5000000173889529,0.5000000047837743
17,0.5000187343317676,0.49999066133685127,0.5000000742291459,0.4999996385192159,0.49999997032100507,0.49999998027996034,0.4999999994205463,0.4999999995684966,0.5000000218436691,0.4999999974568038
18,0.49999842192897587,0.49999952783908985,0.500001488660103,0.49999986805046803,0.5000000082065824,0.5000000244180088,0.500000001649628,0.5000000020450359,0.4999999266999287,0.49999999866537753
19,0.49998877160542304,0.5000007069975759,0.500001766707875,0.49999995935341457,0.4999999781262448,0.500000009478405,0.4999999991978565,0.49999999976597664,0.4999999730958782,0.49999999587429345
20,0.500002947243116,0.49999602689782957,0.5000001995260934,0.5000001170622193,0.4999999963363676,0.5000000026592252,0.49999999944000484,0.5000000037830594,0.49999992671294147,0.5000000088871217
21,0.5000008627096142,0.4999914790291851,0.5000000709498446,0.5000000261340131,0.5000000027310146,0.5000000201471277,0.5000000015816157,0.49999999946312146,0.5000000016539958,0.49999999248810145
22,0.49997869485854335,0.5000006647849989,0.49999984231202327,0.49999992383094305,0.4999999990892169,0.5000000036097038,0.4999999989959557,0.4999999984926768,0.49999999698455766,0.4999999888428436
23,0.4999864623620143,0.49999801806798194,0.5000003938926189,0.500000000145138,0.4999999953796303,0.5000000057875159,0.500000001545418,0.4999999990131635,0.5000000821589089,0.5000000068358311
24,0.4999714369986784,0.5000035361205373,0.4999998958978971,0.5000000098786594,0.49999999985647753,0.4999999817158278,0.49999999941107953,0.49999999988989796,0.5000000227787579,0.5000000011465234
25,0.4999958374690721,0.49999624156192785,0.5000002505776009,0.499999994160322,0.49999999916648347,0.50000000948357,0.4999999990054976,0.5000000009837978,0.4999999415123305,0.49999998980713134
26,0.49998604525973106,0.49999924182877586,0.49999995135264064,0.5000000292208974,0.49999999837092435,0.4999999961384721,0.49999999909624476,0.5000000018061174,0.4999999559478467,0.4999999956887136
27,0.50000642159548,0.5000003763090306,0.4999997371214087,0.5000000035837602,0.4999999995568526,0.5000000232248218,0.5000000001704785,0.5000000023299146,0.4999999418696694,0.4999999990074947
28,0.4999921774372401,0.5000000771997911,0.5000000781089771,0.4999999924443349,0.500000001816367,0.49999999699620956,0.5000000011525926,0.5000000004323457,0.49999994508152706,0.49999999803856643
29,0.4999947136426612,0.50000067896131,0.5000000056679554,0.49999999877889056,0.5000000025614301,0.5000000214659953,0.4999999992131828,0.49999999891080726,0.5000000190479092,0.5000000006248575
30,0.49998972171736966,0.4999985010530877,0.4999999486904891,0.4999999961330441,0.4999999994007483,0.5000000082901129,0.5000000006627405,0.5000000004005027,0.4999999287901192,0.500000011207418
31,0.500002758480725,0.5000035910586461,0.49999996526519874,0.5000000018212624,0.4999999975594891,0.5000000018690045,0.4999999999586962,0.49999999841992077,0.5000000514926334,0.49999999799391753
32,0.49999214013619603,0.5000012598937955,0.4999999005185443,0.4999999960685881,0.4999999990304873,0.5000000149784534,0.5000000011521102,0.49999999826881547,0.5000001386986667,0.5000000088887933
33,0.5000113421371357,0.49999741595704056,0.49999999820770524,0.4999999976129883,0.500000001844126,0.49999998840470317,0.4999999997707918,0.5000000015406963,0.4999999836787314,0.4999999940096519
34,0.5000012009190253,0.4999973985825707,0.5000000302186984,0.5000000016006761,0.49999999937368755,0.5000000056610443,0.4999999993514427,0.4999999973373686,0.5000000553764866,0.5000000040623435
35,0.5000078934951513,0.5000011847659211,0.5000000119256776,0.5000000005302474,0.499999999247917,0.4999999947547056,0.49999999969787534,0.4999999986578571,0.4999999822967403,0.4999999987781187
36,0.5000220375177684,0.5000008234527193,0.5000000287784677,0.4999999999752805,0.5000000002635027,0.4999999821592559,0.5000000003895044,0.5000000001268258,0.5000000216260642,0.5000000016397101
37,0.500000620200331,0.5000006685976517,0.5000000031185878,0.5000000004352337,0.49999999940798706,0.5000000191782228,0.5000000013153392,0.5000000006083287,0.5000000170237068,0.500000007111858
38,0.5000033275203849,0.49999975933848245,0.49999999543190204,0.5000000005466959,0.49999999958987684,0.5000000076619976,0.4999999988410721,0.4999999983001422,0.49999994928172575,0.5000000011928453
39,0.4999851885252997,0.5000005903086153,0.5000000008848499,0.4999999998949555,0.5000000006705941,0.4999999995086542,0.49999999897865494,0.5000000028959366,0.4999999580495829,0.5000000035422515
40,0.49999791743107963,0.5000003692265074,0.5000000010530432,0.4999999999421494,0.49999999899547376,0.4999999714360121,0.49999999946328655,0.5000000004384361,0.5000000083342948,0.5000000005681184
41,0.49999866265425447,0.5000008830120489,0.49999998850037025,0.49999999951470897,0.5000000019322322,0.499999998334488,0.49999999890241287,0.5000000021828291,0.4999999420237732,0.5000000042875068
42,0.5000136961274576,0.49999963505440165,0.49999998918916616,0.5000000009698485,0.5000000007943297,0.49999999617228813,0.5000000015197661,0.499999999265695,0.4999999998241773,0.5000000027397509
43,0.49999398581299104,0.500000409591885,0.4999999924144747,0.49999999951309976,0.5000000008114717,0.5000000026712533,0.5000000008870181,0.4999999999568235,0.49999999535790823,0.4999999931915104
44,0.500004776571394,0.5000005457950101,0.5000000068458067,0.49999999961431557,0.49999999886178464,0.49999999865633515,0.4999999989770709,0.5000000013126049,0.5000000159181052,0.5000000030726229
45,0.500005478810529,0.49999992575827373,0.4999999976512655,0.4999999993013847,0.5000000003358263,0.5000000201114175,0.49999999974256204,0.49999999978868725,0.49999995794727503,0.5000000003819135
46,0.49999399635449315,0.500000399103944,0.5000000076972092,0.5000000001276496,0.5000000007117931,0.5000000100961597,0.5000000011336038,0.49999999961156816,0.5000000456825306,0.5000000034810796
47,0.4999975935652669,0.5000000474332723,0.5000000016868058,0.5000000001668291,0.5000000000414906,0.49999997943454266,0.49999999994934713,0.5000000004063838,0.4999999474035194,0.49999999541054
48,0.49999316633145835,0.4999998483663265,0.5000000026094639,0.49999999997210254,0.49999999901584735,0.5000000037082415,0.49999999968636705,0.4999999991277591,0.49999990121223226,0.49999999260956746
49,0.5000001465795887,0.499999883099849,0.500000006735567,0.5000000001306384,0.5000000013722028,0.4999999682788811,0.5000000030120239,0.49999999914935606,0.5000000621095824,0.5000000035547655
50,0.49999783373816253,0.4999998288339385,0.49999999603590267,0.5000000000417766,0.5000000014674931,0.5000000126118169,0.49999999793566374,0.4999999996815552,0.4999999469417644,0.49999999825840086
51,0.4999928307777428,0.5000000144931459,0.5000000000080841,0.4999999996166024,0.49999999926449745,0.5000000332342697,0.5000000015053842,0.4999999986814313,0.5000000594142999,0.5000000080867759
52,0.4999962662384731,0.5000000980772162,0.4999999996024354,0.49999999994793154,0.49999999990728156,0.49999998588746514,0.5000000009732888,0.500000002009913,0.49999998687304004,0.49999999193504774
53,0.5000039608958815,0.5000001060854367,0.500000002455474,0.49999999995338623,0.500000002459043,0.499999989301409,0.5000000005978276,0.499999999504511,0.49999997592268974,0.49999999865317596
54,0.49997617925836996,0.4999999938465888,0.49999999841200715,0.49999999971059494,0.5000000006662247,0.5000000106946639,0.4999999996206333,0.4999999981613452,0.49999998626033476,0.49999999895514685
55,0.5000008897442626,0.49999981107078195,0.4999999992783469,0.4999999999514455,0.5000000011954857,0.5000000261901604,0.5000000002744546,0.5000000020635313,0.500000035782826,0.500000001742475
56,0.5000181762539789,0.5000000041804372,0.4999999991701056,0.49999999970356257,0.5000000013301398,0.499999999669101,0.49999999954930135,0.4999999992680796,0.5000000281598884,0.49999999611119683
57,0.500018532337774,0.5000000162407313,0.5000000010506295,0.5000000000044211,0.5000000011451582,0.5000000457764119,0.500000001546793,0.5000000014621525,0.500000106412089,0.5000000022562987
58,0.49998815644720707,0.4999999386631446,0.49999999912778087,0.5000000005387607,0.49999999902706765,0.5000000050146314,0.49999999857066296,0.5000000006111752,0.5000000515950543,0.49999999552794
59,0.4999924489619143,0.5000000685624683,0.49999999829340785,0.5000000002370342,0.4999999996981147,0.49999998177854793,0.5000000005866765,0.5000000005100694,0.49999997909062593,0.5000000038624673
60,0.5000024349864112,0.5000000570325495,0.4999999999930997,0.4999999997907494,0.5000000020661884,0.49999999578516774,0.5000000003075408,0.5000000000571333,0.49999995161827465,0.5000000014600473
61,0.4999863957470582,0.5000000933528816,0.4999999989065087,0.5000000001349264,0.5000000009271198,0.4999999667071148,0.5000000009479714,0.500000001906534,0.49999997086395287,0.49999999435502357
62,0.5000092287416958,0.4999998654464426,0.5000000015867834,0.4999999997196511,0.499999999688748,0.4999999897436609,0.5000000014782152,0.49999999899308833,0.500000005622805,0.4999999996080135
63,0.4999976123419621,0.500000050426614,0.4999999978667587,0.5000000005701076,0.4999999998871946,0.49999999681493756,0.5000000013225285,0.499999998707787,0.49999995252965646,0.4999999970028531
