,Energies wirh learning rate: 0.001,Energies wirh learning rate: 0.09,Energies wirh learning rate: 0.179,Energies wirh learning rate: 0.267,Energies wirh learning rate: 0.356,Energies wirh learning rate: 0.445,Energies wirh learning rate: 0.534,Energies wirh learning rate: 0.622,Energies wirh learning rate: 0.711,Energies wirh learning rate: 0.8
27,3.2207631129975076,3.2116030834300044,3.188960810883286,3.281224031738785,3.255582594671028,3.256808244059372,3.232898647912629,3.2315897027112586,3.2350971257536,3.297955403000967
28,3.3321838608532786,3.2471414777792367,3.169485061598509,3.3098072759182213,3.1861579695147837,3.3064719007003505,3.2000915496851765,3.30104163212268,3.2026959124768797,3.2745463472053005
29,3.269836348968026,3.2341213825646324,3.2555980023804314,3.2050747406847377,3.2880862033155047,3.352711870078034,3.253897826643029,3.2402501442390323,3.2786865022579543,3.2605453662944286
30,3.27418758048494,3.2278454601196254,3.2056917059305006,3.176284962517834,3.2860491561602574,3.24114922613635,3.2557921189238583,3.2056458964432286,3.26378777282218,3.1968492701663958
31,3.288194132356455,3.299516837041512,3.230452603133994,3.2294665131010394,3.1894427148647186,3.2435338335045993,3.215841438298222,3.2615311280134387,3.2641780042987882,3.1977490808086118
32,3.311984713385782,3.2337975797428,3.274951370068848,3.202861101839249,3.267258026279358,3.3085705974026154,3.2544936413966234,3.2616314450484025,3.217492684234956,3.2464070921080324
33,3.314258004245078,3.3323342211051075,3.2157463981752397,3.2163417701539134,3.2377157240453824,3.233742212157452,3.2305855605092333,3.214727785599162,3.218531776239707,3.1859113908619636
34,3.320633041749145,3.225280231503473,3.223602309267739,3.236391611521683,3.267571783072055,3.2661896083704356,3.1890525604393076,3.1767376876758795,3.2559561633444583,3.2088621232688346
35,3.28668637500869,3.2164676604483358,3.2532472471228555,3.2518397501004537,3.2295778969605116,3.251491435738526,3.2075066098220715,3.190739216982116,3.2138577697072743,3.245581749298407
36,3.2194780816056636,3.336310734524976,3.230867040042497,3.2479304179520643,3.1996639991985436,3.2242198561205972,3.2461373930159,3.243916044894529,3.22602057889904,3.253181747065201
37,3.2523244132174676,3.275324916607858,3.327577551332929,3.1918697220925782,3.2223375845262785,3.2623260339639324,3.240873624535867,3.252720475290145,3.234626386236841,3.239716879188828
38,3.213370874712175,3.250983641932099,3.1889452969933223,3.174083244245685,3.212453016901772,3.236097887010361,3.1826969090707466,3.29263265570205,3.2046236083095754,3.271209212985123
39,3.284528254964369,3.284431680090243,3.2257105061752864,3.245767558019335,3.221611543511308,3.2238804749700045,3.1998806528607275,3.220297339352331,3.2181976263759378,3.235077093519809
40,3.2042809278684294,3.267122672017825,3.271381885878525,3.3395259393021117,3.2071167321091956,3.199017580169927,3.227958550898766,3.2848059000342653,3.2270222511135853,3.212986762046064
41,3.225546968527589,3.1884868330956926,3.2984481885991985,3.2322109023776484,3.219183871413047,3.2076003968677855,3.2506220650735718,3.29034491853656,3.2605434648726663,3.2450331038744578
42,3.1949156008262976,3.2074198388263713,3.2880166961503243,3.2860769848134557,3.2078469020987734,3.220327306899707,3.1979768365626633,3.2205130100013646,3.2323762621078678,3.294619137293211
43,3.2038519981408555,3.2239638309468623,3.2276408962279763,3.178735939441135,3.2253180825943213,3.199820541427189,3.1718300390363106,3.203468280879693,3.2837274204604547,3.2307699267491
44,3.2178547386600163,3.290894419969707,3.2461786780802133,3.231967289297147,3.2251634029885876,3.2395041834635494,3.2334686540192394,3.2243149050899595,3.19498704150362,3.247241970255436
45,3.294590521465349,3.291701003910644,3.279391646079567,3.191942028591763,3.190055271392308,3.2192634121566464,3.207474037914148,3.220887056836108,3.2554335905545444,3.2394868691710745
46,3.168690421245285,3.1988838892838114,3.2801502573715777,3.266184329781915,3.212260788562038,3.218748984100942,3.2611804296221183,3.209423477529439,3.220027972197825,3.198748015724238
47,3.254154939837322,3.2199334507263675,3.167532612915948,3.253608428859131,3.2510805304869552,3.1845259811304873,3.2650452518119604,3.225569937636548,3.1863747976570003,3.2384266590016435
48,3.3167506854711095,3.337415435675795,3.2805371004484187,3.258824586430131,3.188769993341825,3.1413601569653467,3.240680540421011,3.288677983530851,3.2565867159459283,3.246744977913273
49,3.2103654545816345,3.2722433732701965,3.212707387134711,3.238400883217902,3.2273390358013425,3.2331028586590214,3.179880240856817,3.2275527042483447,3.267556620506513,3.2497406219580847
50,3.234288180465554,3.259559517965244,3.27681117616854,3.2681927606876813,3.2447380564486976,3.3222619315396944,3.258491245746816,3.4367972736916914,3.2191348898067464,3.2387819393095914
51,3.299937589193948,3.2814761048552494,3.2300317557983313,3.2073932214642094,3.2846618717270792,3.2650280147101265,3.211019076805259,3.306421174399168,3.270695822574783,3.2667664250999553
52,3.225042658010905,3.241036671183719,3.248765237076833,3.285480620203138,3.27144552837213,3.237349230892091,3.1723780655477865,3.2427958348933594,3.2290563644441543,3.2462589444655525
53,3.282388211694872,3.2936702718834407,3.2089939738392044,3.2365490275691315,3.1880457923636083,3.288122217596867,3.2245253601400496,3.2511142252825294,3.165266327609612,3.2348784755150986
54,3.265992875725835,3.220919453546695,3.2169236099575844,3.2252846036781344,3.208529968832373,3.2176690905841085,3.2706086329653212,3.222590210116778,3.2567012653806655,3.2714357200938617
55,3.2865407743392026,3.246585188664714,3.308727097723699,3.28104462618003,3.199279847213839,3.2794735255597467,3.2310237169924805,3.2182657868465294,3.2374624091178057,3.193558613391399
56,3.284782514251804,3.3038286216357817,3.232003619045674,3.2332471202219835,3.2303887795895547,3.2841132439737883,3.251773026248269,3.212155058777494,3.265255639791862,3.2384791461416227
57,3.2519976214682833,3.289398680146732,3.3062134033918738,3.164211925860458,3.227619438630013,3.263934679036903,3.2319149044760325,3.2237963432877788,3.2606324780835116,3.2246978803696402
58,3.2850874467827658,3.186266172797677,3.2815719322878873,3.240154627549094,3.215093465666554,3.2884272822300176,3.2223161521572448,3.3017669427154424,3.210181381988288,3.211112699030683
59,3.264471425708872,3.1941824136259207,3.216582169199345,3.1649190215562086,3.1953286696222833,3.2300056637970256,3.2836030359512685,3.219891899380005,3.2122239437408324,3.257100749567447
60,3.272875449821285,3.2928382837374897,3.1749344724744883,3.217669286030708,3.232478087427318,3.242907638441771,3.275035047656236,3.208277519918587,3.167110993029927,3.186898524933292
61,3.297830618103967,3.1999239335096075,3.2268964174618153,3.192632801931639,3.238589031079601,3.243099891403028,3.2243643113903198,3.196256547897482,3.279623992050797,3.1843433808416095
62,3.255389956893582,3.2597798834217984,3.312560261633617,3.226962775668712,3.2638344656652984,3.2632854666161775,3.2299490606233694,3.2793171240450625,3.1989301634228053,3.2463640150343194
63,3.2429513063714546,3.2076058989405736,3.2504686276572463,3.2796119573522455,3.2799005523952123,3.3352012745684667,3.195674641211375,3.1609222112371715,3.2458410886698768,3.2092460894020327
